1.2446,0.50081
1.2442,0.50087
1.2439,0.50094
1.2436,0.50112
1.2433,0.50128
1.243,0.50145
1.2427,0.50161
1.2424,0.50172
1.242,0.50187
1.2417,0.50201
1.2414,0.50214
1.2411,0.50226
1.2407,0.50239
1.2404,0.50252
1.2401,0.50263
1.2397,0.50274
1.2394,0.50286
1.2391,0.50299
1.2388,0.50309
1.2385,0.5032
1.2383,0.50329
1.238,0.50341
1.2377,0.5035
1.2374,0.50363
1.2371,0.50372
1.2368,0.50385
1.2365,0.50398
1.2362,0.50407
1.2359,0.50421
1.2356,0.50436
1.2352,0.5045
1.2349,0.50465
1.2346,0.50481
1.2342,0.50496
1.2339,0.50511
1.2337,0.5053
1.2334,0.5055
1.2331,0.5057
1.2328,0.50585
1.2325,0.50605
1.2322,0.50621
1.2319,0.50637
1.2316,0.50654
1.2313,0.50673
1.231,0.5069
1.2306,0.50707
1.2303,0.50726
1.23,0.50744
1.2296,0.50763
1.2293,0.50781
1.229,0.50798
1.2288,0.50813
1.2285,0.50829
1.2282,0.50845
1.228,0.50862
1.2277,0.50879
1.2274,0.50896
1.2271,0.5091
1.2269,0.50928
1.2266,0.50946
1.2263,0.5096
1.226,0.50975
1.2257,0.50994
1.2253,0.51013
1.225,0.51029
1.2247,0.51049
1.2244,0.51068
1.2241,0.51089
1.2238,0.51109
1.2236,0.5113
1.2233,0.51149
1.223,0.5117
1.2227,0.5119
1.2225,0.5121
1.2222,0.5123
1.2219,0.5125
1.2216,0.5127
1.2214,0.51289
1.2211,0.51308
1.2208,0.51327
1.2205,0.51348
1.2202,0.51367
1.2199,0.51389
1.2196,0.51408
1.2193,0.51429
1.219,0.51451
1.2188,0.51472
1.2185,0.51492
1.2183,0.51513
1.218,0.51537
1.2178,0.51558
1.2175,0.51579
1.2173,0.516
1.217,0.51624
1.2167,0.51648
1.2165,0.5167
1.2162,0.51693
1.2159,0.51716
1.2156,0.5174
1.2153,0.51763
1.2151,0.51787
1.2148,0.5181
1.2145,0.51833
1.2142,0.51856
1.214,0.51878
1.2138,0.51901
1.2135,0.51923
1.2133,0.51948
1.2131,0.51973
1.2129,0.52
1.2126,0.52027
1.2124,0.52051
1.2121,0.52075
1.2119,0.52101
1.2117,0.52128
1.2114,0.52153
1.2112,0.52178
1.2109,0.52203
1.2107,0.5223
1.2104,0.52256
1.2102,0.52283
1.2099,0.52309
1.2097,0.52335
1.2094,0.5236
1.2092,0.52385
1.209,0.5241
1.2088,0.52436
1.2086,0.52462
1.2084,0.52488
1.2082,0.52517
1.208,0.52546
1.2077,0.52573
1.2075,0.526
1.2073,0.52629
1.2071,0.52656
1.2069,0.52685
1.2067,0.52714
1.2065,0.52742
1.2063,0.52771
1.2061,0.52798
1.2058,0.52827
1.2056,0.52855
1.2054,0.52884
1.2052,0.52912
1.205,0.5294
1.2048,0.52967
1.2046,0.52995
1.2044,0.53025
1.2042,0.53055
1.204,0.53086
1.2038,0.53116
1.2036,0.53148
1.2034,0.5318
1.2033,0.53211
1.2031,0.53242
1.2029,0.53272
1.2028,0.533
1.2026,0.5333
1.2024,0.53359
1.2023,0.53389
1.2021,0.5342
1.2019,0.5345
1.2017,0.53483
1.2015,0.53515
1.2014,0.53548
1.2013,0.5358
1.2011,0.53611
1.2009,0.53644
1.2008,0.53677
1.2006,0.5371
1.2004,0.53744
1.2003,0.53778
1.2001,0.53811
1.1999,0.53844
1.1998,0.53876
1.1996,0.53907
1.1995,0.53939
1.1994,0.53971
1.1992,0.54004
1.1991,0.54038
1.1989,0.54072
1.1988,0.54106
1.1986,0.54141
1.1985,0.54177
1.1983,0.54213
1.1982,0.54247
1.1981,0.5428
1.198,0.54312
1.1978,0.54345
1.1977,0.54378
1.1976,0.54412
1.1975,0.54448
1.1973,0.54484
1.1972,0.5452
1.197,0.54558
1.1969,0.54593
1.1968,0.54628
1.1967,0.54664
1.1966,0.54699
1.1965,0.54735
1.1963,0.54771
1.1962,0.54806
1.1961,0.54842
1.196,0.54878
1.1958,0.54915
1.1957,0.54952
1.1956,0.54986
1.1955,0.55021
1.1954,0.55056
1.1952,0.55092
1.1951,0.55129
1.195,0.55166
1.1949,0.55205
1.1948,0.55244
1.1946,0.55283
1.1945,0.55321
1.1944,0.55356
1.1943,0.55392
1.1942,0.55428
1.1941,0.55464
1.194,0.55501
1.1939,0.55539
1.1938,0.55578
1.1937,0.55617
1.1936,0.55657
1.1935,0.55697
1.1934,0.55737
1.1933,0.55775
1.1932,0.55811
1.1931,0.55848
1.193,0.55885
1.1929,0.55923
1.1928,0.55962
1.1927,0.56001
1.1926,0.56042
1.1925,0.56084
1.1924,0.56125
1.1924,0.56165
1.1923,0.56204
1.1922,0.56244
1.1921,0.56284
1.192,0.56321
1.1919,0.5636
1.1919,0.56399
1.1918,0.5644
1.1917,0.56481
1.1916,0.56521
1.1915,0.56562
1.1914,0.56603
1.1914,0.56644
1.1913,0.56685
1.1912,0.56726
1.1911,0.56768
1.1911,0.56809
1.191,0.56849
1.1909,0.56891
1.1909,0.56932
1.1908,0.56972
1.1907,0.57013
1.1906,0.57053
1.1906,0.57094
1.1905,0.57135
1.1904,0.57177
1.1904,0.5722
1.1903,0.57264
1.1902,0.57307
1.1902,0.57349
1.1901,0.5739
1.1901,0.5743
1.19,0.57471
1.19,0.57513
1.1899,0.57554
1.1899,0.57596
1.1898,0.57639
1.1898,0.57683
1.1897,0.57727
1.1896,0.57773
1.1896,0.57816
1.1896,0.57857
1.1895,0.57897
1.1895,0.57938
1.1895,0.57979
1.1894,0.58021
1.1894,0.58063
1.1894,0.58106
1.1893,0.5815
1.1893,0.58195
1.1892,0.5824
1.1892,0.58287
1.1892,0.58328
1.1891,0.58367
1.1891,0.58408
1.1891,0.58449
1.1891,0.5849
1.1891,0.58532
1.1891,0.58575
1.189,0.58619
1.189,0.58663
1.189,0.58708
1.1889,0.58754
1.1889,0.58799
1.1889,0.58839
1.1889,0.58878
1.1889,0.58919
1.1889,0.5896
1.1889,0.59001
1.1889,0.59044
1.1889,0.59087
1.1889,0.59131
1.1888,0.59175
1.1888,0.5922
1.1888,0.59266
1.1888,0.59308
1.1888,0.59348
1.1888,0.59387
1.1888,0.59428
1.1888,0.59469
1.1888,0.5951
1.1888,0.59553
1.1888,0.59595
1.1888,0.59639
1.1888,0.59683
1.1887,0.59728
1.1887,0.59773
1.1887,0.59814
1.1887,0.59854
1.1887,0.59893
1.1887,0.59934
1.1887,0.59974
1.1888,0.60016
1.1887,0.60058
1.1887,0.601
1.1887,0.60144
1.1887,0.60187
1.1887,0.60232
1.1887,0.60277
1.1887,0.60317
1.1887,0.60356
1.1887,0.60395
1.1887,0.60435
1.1887,0.60475
1.1887,0.60516
1.1887,0.60558
1.1887,0.606
1.1887,0.60642
1.1887,0.60685
1.1886,0.60729
1.1886,0.60773
1.1886,0.60813
1.1886,0.60852
1.1886,0.60891
1.1886,0.6093
1.1886,0.6097
1.1885,0.6101
1.1885,0.61051
1.1885,0.61093
1.1885,0.61135
1.1884,0.61177
1.1884,0.6122
1.1883,0.61263
1.1883,0.61302
1.1883,0.6134
1.1883,0.61378
1.1882,0.61417
1.1882,0.61456
1.1881,0.61496
1.1881,0.61537
1.188,0.61577
1.188,0.61618
1.1879,0.61659
1.1879,0.61701
1.1878,0.61742
1.1878,0.6178
1.1877,0.61819
1.1876,0.61857
1.1876,0.61896
1.1875,0.61935
1.1874,0.61975
1.1874,0.62015
1.1873,0.62055
1.1872,0.62095
1.1871,0.62135
1.187,0.62176
1.187,0.62214
1.1869,0.62253
1.1868,0.62292
1.1867,0.62331
1.1866,0.6237
1.1865,0.62409
1.1864,0.62448
1.1863,0.62488
1.1862,0.62526
1.1861,0.62565
1.186,0.62605
1.1859,0.62643
1.1858,0.62682
1.1856,0.62721
1.1855,0.62761
1.1854,0.62801
1.1853,0.6284
1.1851,0.6288
1.185,0.62918
1.1849,0.62955
1.1847,0.62993
1.1846,0.63032
1.1845,0.6307
1.1843,0.63109
1.1842,0.63149
1.184,0.63189
1.1838,0.63229
1.1837,0.6327
1.1835,0.63309
1.1834,0.63345
1.1832,0.63382
1.1831,0.63419
1.1829,0.63457
1.1827,0.63495
1.1826,0.63534
1.1824,0.63574
1.1822,0.63613
1.182,0.63652
1.1818,0.63691
1.1817,0.63729
1.1815,0.63768
1.1813,0.63807
1.1811,0.63845
1.1809,0.63883
1.1807,0.63922
1.1805,0.6396
1.1803,0.63997
1.1801,0.64035
1.1799,0.64073
1.1797,0.64112
1.1795,0.64151
1.1793,0.6419
1.1791,0.64231
1.1788,0.64271
1.1786,0.6431
1.1784,0.64346
1.1782,0.64382
1.178,0.64419
1.1778,0.64455
1.1776,0.64493
1.1774,0.64531
1.1772,0.6457
1.177,0.64608
1.1767,0.64647
1.1765,0.64685
1.1763,0.64723
1.1761,0.64761
1.1758,0.64801
1.1756,0.6484
1.1754,0.64878
1.1752,0.64916
1.1749,0.64954
1.1747,0.64991
1.1745,0.65029
1.1743,0.65067
1.174,0.65105
1.1738,0.65144
1.1736,0.65183
1.1733,0.65222
1.1731,0.65261
1.1729,0.65298
1.1726,0.65336
1.1724,0.65372
1.1722,0.65409
1.172,0.65446
1.1717,0.65484
1.1715,0.65523
1.1713,0.65561
1.171,0.65599
1.1708,0.65637
1.1705,0.65675
1.1703,0.65713
1.1701,0.65753
1.1698,0.65793
1.1695,0.65833
1.1693,0.65871
1.1691,0.65908
1.1688,0.65945
1.1686,0.65981
1.1684,0.66018
1.1681,0.66056
1.1679,0.66094
1.1676,0.66133
1.1674,0.66172
1.1671,0.66209
1.1669,0.66247
1.1666,0.66285
1.1664,0.66323
1.1661,0.66361
1.1659,0.66399
1.1656,0.66437
1.1654,0.66476
1.1651,0.66513
1.1649,0.6655
1.1646,0.66588
1.1644,0.66627
1.1641,0.66666
1.1638,0.66705
1.1636,0.66744
1.1633,0.66783
1.1631,0.6682
1.1628,0.66856
1.1626,0.66893
1.1623,0.66929
1.1621,0.66967
1.1618,0.67005
1.1615,0.67043
1.1613,0.67082
1.161,0.67119
1.1607,0.67156
1.1605,0.67194
1.1602,0.67233
1.1599,0.67272
1.1597,0.67311
1.1594,0.67351
1.1591,0.67389
1.1588,0.67425
1.1586,0.67461
1.1583,0.67498
1.1581,0.67535
1.1578,0.67572
1.1575,0.67611
1.1573,0.67649
1.157,0.67687
1.1567,0.67724
1.1565,0.67762
1.1562,0.678
1.1559,0.67839
1.1556,0.67876
1.1554,0.67914
1.1551,0.67953
1.1548,0.6799
1.1545,0.68027
1.1543,0.68065
1.154,0.68103
1.1537,0.68141
1.1535,0.68179
1.1532,0.68218
1.1529,0.68256
1.1526,0.68293
1.1524,0.6833
1.1521,0.68367
1.1518,0.68404
1.1515,0.68441
1.1513,0.68479
1.151,0.68518
1.1507,0.68556
1.1504,0.68593
1.1502,0.6863
1.1499,0.68668
1.1496,0.68706
1.1493,0.68746
1.149,0.68785
1.1487,0.68825
1.1484,0.68861
1.1482,0.68897
1.1479,0.68933
1.1476,0.6897
1.1474,0.69007
1.1471,0.69045
1.1468,0.69084
1.1465,0.69123
1.1462,0.69159
1.146,0.69196
1.1457,0.69234
1.1454,0.69273
1.1451,0.69311
1.1448,0.69351
1.1445,0.6939
1.1442,0.69427
1.144,0.69464
1.1437,0.69501
1.1434,0.69538
1.1431,0.69575
1.1428,0.69613
1.1426,0.69652
1.1423,0.69691
1.142,0.69728
1.1417,0.69766
1.1414,0.69804
1.1411,0.69842
1.1409,0.6988
1.1406,0.69918
